,brand_name,ticker_name
3373,Privia Health Group  Incプリビア　ヘルス　グループ,PRVA
3374,Paysafe Limitedペイセーフ　リミテッド,PSFE
3375,Performance Shipping Incパフォーマンス シッピング,PSHG
3376,PriceSmartプライススマート,PSMT
3377,Parsons Corpパーソンズ,PSN
3378,Personalis Incパーソナリス,PSNL
3379,PSQ Holdings Inc APSQ ホールディングス A,PSQH
3380,Pure Storage Aピュア ストレージ A,PSTG
3381,Plus Therapeuticsプラス セラピューティクス,PSTV
3382,Poseida Therapeutics Incポセイダ セラピューティクス,PSTX
3383,Phillips 66フィリップス 66,PSX
3384,PTCPTC,PTC
3385,PTC Therapeutics IncPTCセラピューティクス,PTCT
3386,Patterson UTI EnergyパターソンUTIエナジー,PTEN
3387,Protagonist Therapeutics Incプロタゴニスト セラピューティクス,PTGX
3388,Protagenic Therapeutics Incプロタジェニック セラピューティクス,PTIX
3389,Portillo's Incポルティローズ・インク,PTLO
3390,Palatin Technologies Incパラティン テクノロジーズ,PTN
3391,Peloton Interactive Inc Aペロトン インタラクティブ A,PTON
3392,Petros Pharmaceuticals Incペトロス ファーマシューティカルズ,PTPI
3393,Partners Bancorpパートナーズ バンコープ,PTRS
3394,PAM Transportation Services IncPAM トランスポーテーション サービシズ,PTSI
3395,Pactiv Evergreen Incパクティブエバーグリーン,PTVE
3396,PubMatic  Inc Aパブマティック A,PUBM
3397,Goal Acquisitions Corpゴール アクイジション,PUCK
3398,Pulmatrix Incプルマトリックス,PULM
3399,ProPetro Holdingプロペトロ ホールディング,PUMP
3400,Provident Bancorp Incプロビデント バンコープ,PVBC
3401,PVHPVH,PVH
3402,Powerfleet Incパワーフリート,PWFL
3403,Penns Woods Bancorp Incペン ウッズ バンコープ,PWOD
3404,Quanta Servicesクアンタ サービシーズ,PWR
3405,PowerSchool Holdings Incパワースクール ホールディングス,PWSC
3406,Pioneer Natural Resourcesパイオニア ナチュラル リソーシーズ,PXD
3407,Pixelworks Incピクセルワークス,PXLW
3408,Paycor HCM Incペイコー HCM,pycr
3409,PolyPid Ltdポリピッド,PYPD
3410,PayPal Holdingsペイパル ホールディングス,PYPL
3411,PyroGenesis Canada Incパイロジェネシス,PYR
3412,Pyxis Oncology Incピキシス オンコロジー,PYXS
3413,Paramount Gold Nevada Corpパラマウント ゴールド ネバダ,PZG
3414,Papa John’s International Incパパ ジョンズ インターナショナル,PZZA
3415,D-Wave Quantum IncD ウェイブ クオンタム,QBTS
3416,Qualcommクアルコム,QCOM
3417,QCR Holdings IncQCR ホールディンクス,QCRH
3418,QuidelOrtho Corpキデル オーソ,QDEL
3419,Quantum FinTech Acquisition Corporatioクアンタム フィンテック アクイジション,QFTA
3420,Qiagen NVキアゲン,QGEN
3421,Quipt Home Medical Corp.ｸｲﾌﾟﾄ ﾎｰﾑ ﾒﾃﾞｨｶﾙ,QIPT
3422,Qualigen Therapeutics Incクアリジェン・セラピューティクス,QLGN
3423,Qilian International Holdingキリアン　インターナショナル　ホールディング　グループ,QLI
3424,Qualysクォリス,QLYS
3425,Quantum Corpクアンタム,QMCO
3426,Quince Therapeutics Incクインス セラピューティクス,QNCX
3427,QuinStreet Incクインストリート,QNST
3428,Quest Resource Holding Corpクエスト　リソース　ホールディング,QRHC
3429,Qurate Retail Inc Aキュレート リテール A,QRTEA
3430,Qurate Retail Incキュレート・リテール,QRTEB
3431,Qorvoクォルボ,QRVO
3432,QuantumScape Corporation クァンタムスケープ,QS
3433,Quantum-Si Inc Aクアンタムシイ A,QSI
3434,Restaurant Brands Internationalレストラン ブランド インターナショナル,QSR
3435,Quanterixクアンテリックス,QTRX
3436,Q2 Holdings IncQ2ホールディングス,QTWO
3437,Quad Graphics Incクアッド グラフィックス,QUAD
3438,Quantum Computing Incクオンタム コンピューティング,QUBT
3439,QuickLogic Corporationクイックロジック,QUIK
3440,Quotient Technologyクオティエント テクノロジー,QUOT
3441,uniQure NVユニキュア,QURE
3442,Ryder Systemライダー システム,R
3443,Ferrariフェラーリ,RACE
3444,Relativity Acquisition Corporation Aリレティビティ アクイジション A,RACY
3445,Rite Aidライト エード,RAD
3446,FreightCar America Incフレイトカー アメリカ,RAIL
3447,Rain Oncology Incレイン オンコロジー,RAIN
3448,LiveRamp Holdingsライブランプ ホールディングス,RAMP
3449,Rani Therapeutics Holdings Aラニセラピューティックス A,RANI
3450,RAPT Therapeutics IncRAPTセラピューティクス,RAPT
3451,Ultragenyx Pharmaceuticalウルトラジェニクス ファーマシューティカル,RARE
3452,Rave Restaurant Group Incレイブ レストラン グループ,RAVE
3453,RB Global IncRB グローバル,RBA
3454,RBB BancorpRBBバンコープ,RBB
3455,Ribbon Communicationsリボン コミュニケーションズ,RBBN
3456,RBC Bearings IncorporatedRBCベアリングス,RBC
3457,Republic Bancorp Inc KY Aリパブリック バンコープ A,RBCAA
3458,Rhinebeck Bancorp Incラインベック・バンコープ,RBKB
3459,Roblox Corporation Aロブロックス A,RBLX
3460,Reliant Bancorp Incリライアント バンコープ,RBNC
3461,Vicarious Surgical Inc.ヴィカリアス サージカル,RBOT
3462,Rubicon Technologies Inc Aルビコン テクノロジーズ A,RBT
3463,Revelstone Capital Acquisition Corp Aリベルストーン キャピタル アクイジショ A,RCAC
3464,Red Cat Holdings Incレッド キャット ホールディングス,RCAT
3465,Avita Medical Incアヴィータ メディカル,RCEL
3466,RCF Acquisition Corp ARCF アクイジション A,RCFA
3467,Recharge Acquisition Corp Aリチャージ アクイジション A,RCHG
3468,Rogers Communications Bロジャース コミュニケーションズ B,RCI
3469,Rocket Pharmaceuticals Incロケット ファーマシューティカルズ,RCKT
3470,Rocky Brands Incロッキー ブランズ,RCKY
3471,Royal Caribbean Cruisesロイヤル カリビアン クルーズ,RCL
3472,R1 RCMR1 RCM,RCM
3473,RCM Technologies IncRCM テクノロジーズ,RCMT
3474,Recon Technology Ltd南京研控科技,RCON
3475,Recruitercom Group Incリクルーターコム グループ,RCRT
3476,Arcus Biosciences Incアーカス バイオサイエンシズ,RCUS
3477,Radcom Ltdラドコム,RDCM
3478,Redfin Corpレッドフィン,RDFN
3479,Reading International Inc Aリーディング インターナショナル A,RDI
3480,Reading International Incリーディング・インターナショナル,RDIB
3481,Radian Group Incラディアン グループ,RDN
3482,RadNet Incラドネット,RDNT
3483,Schnitzer Steel Industries Inc Aシュニッツァースチールインダストリーズ A,RDUS
3484,Red Violet Incレッド バイオレット,RDVT
3485,Redwire Corpレッドワイヤー,RDW
3486,Radware Ltdラドウェア,RDWR
3487,Roadzen Incローゼン,RDZN
3488,RealReal Incリアルリアル,REAL
3489,The Real Brokerage Incザ リアルブローカレッジ,REAX
3490,REE Automotive Ltd Aリー オートモーティブ A,REE
3491,Research Frontiers Incorporatedﾘｻｰﾁ･ﾌﾛﾝﾃｨｱｰｽﾞ,REFR
3492,Regeneron Pharmaceuticalsリジェネロン ファーマシューティカルズ,REGN
3493,Ring Energy  Incリング　エナジー,REI
3494,Rekor Systems Incリコール システムズ,REKR
3495,Reliance Global Group Incレイランス グローバル,RELI
3496,Richardson Electronics Ltdリチャードソン エレクトロニクス,RELL
3497,Remitly Global Inc レミットリー グローバル,RELY
3498,Renovaro Biosciences Incレノヴァロ バイオサイエンシズ,RENB
3499,Rent the Runway Incレント ザ ランウェイ,RENT
3500,Replimune Group Incレプリミューン グループ,REPL
3501,"Riley Exploration Permian, Inc.ライリー エクスプロレーション パーミアン",REPX
3502,RPC IncＲＰＣ,RES
3503,ReTo Eco-Solutions Incレト エコソリューションズ,RETO
3504,Reunion Neuroscience Incリユニオン ニューロサイエンス,REUN
3505,Revelation Biosciences Incリベレーション バイオサイエンシズ,REVB
3506,REV Group IncREVグループ,REVG
3507,REX American Resources Corpレックス アメリカン リソーシズ,REX
3508,Reynolds Consumer Products Incレイノルズ コンシューマー プロダクツ,REYN
3509,Resideo Technologies Incレディオ　テクノロジー,REZI
3510,Regions Financialリジョンズ ファイナンシャル,RF
3511,RF IndustriesRFインダストリーズ,RFIL
3512,Rafael Holdings Inc Bラファエル ホールディングス B,RFL
3513,Reinsurance Group of America Incorporatedリインシュアランス グループ オブ アメリカ,RGA
3514,RGC Resources IncＲＧＣリソーシス゛,RGCO
3515,Repligen Corporationレプリジェン,RGEN
3516,Real Good Food Co Inc/Theリアルグッドフード,RGF
3517,Royal Goldロイヤル ゴールド,RGLD
3518,Regulus Therapeutics Incレグルス セラピューティクス,RGLS
3519,REGENXBIO Incリジェネックスバイオ,RGNX
3520,Resources Connection Incリソーシズ コネクション,RGP
3521,Sturm Rugerスターム ルーガー,RGR
3522,Regis Corporationリージス,RGS
3523,Rigetti Computing Incリゲッティ コンピューティング,RGTI
3524,Restoration Hardwareレストレーション ハードウェア,RH
3525,Robert Half Incロバート ハーフ,RHI
3526,RiceBran Technologiesライスブラン,RIBT
3527,RCI Hospitality Holdings IncRCI ホスピタリティー ホールディングス,RICK
3528,Transocean Ltdトランスオーシャン,RIG
3529,Rigel Pharmaceuticals Incリジェル ファーマシューティカルズ,RIGL
3530,B Riley Financial IncB.ライリー ファイナンシャル,RILY
3531,Riot Platforms Incライオット プラットフォームズ,RIOT
3532,Rivian Automotive Incリビアン オートモーティブ,RIVN
3533,Raymond James Financialレイモンド ジェームズ ファイナンシャル,RJF
3534,Arcadia Biosciences Incアルカディア バイオサイエンス,RKDA
3535,Rocket Lab USA Incロケット ラボ A,RKLB
3536,Rocket Companies Inc Aロケットカンパニーズ A,RKT
3537,Ralph Lauren Aラルフ ローレン A,RL
3538,Relay Therapeutics IncRelay Therapeutics Inc,RLAY
3539,Radiant Logistics Incラディアント ロジスティクス,RLGT
3540,RLI CorpRLI,RLI
3541,Relmada Therapeutics Incレルマダ セラピューティクス,RLMD
3542,Rallybio Corpラリービオ,RLYB
3543,Regional Management Corpリージョナル マネジメント,RM
3544,Re/Max Holdings Inc Aリ マックス ホールディングス A,RMAX
3545,Richmond Mutual Bancorporation IncRichmond Mutual BanCorp Inc,RMBI
3546,RumbleOn IncBランブルオンB,RMBL
3547,Rambusラムバス,RMBS
3548,Rocky Mountain Chocolate Factory Incロッキー マウンテン チョコレート ファクトリー,RMCF
3549,ResMedレスメド,RMD
3550,RMG Acquisition Corp3 ARMG アクイジション3 A,RMGC
3551,Rimini Street Incリミニ ストリート,RMNI
3552,The RMR Group Inc ARMRグループ A,RMR
3553,Rockwell Medical Incロックウェル メディカル,RMTI
3554,Avidity Biosciences Incアヴィディティ バイオサイエンシーズ,RNA
3555,TransCode Therapeutics Incトランスコード,RNAZ
3556,RingCentral Aリングセントラル A,RNG
3557,Ranger Energy Services Incレンジャー　エナジー　サービシズ,RNGR
3558,RenaissanceRe Holdingsルネサンスリー ホールディングス,RNR
3559,Renasant Corpレナサント,RNST
3560,ReNew Energy Global PLC Aリニュー エナジー グローバル A,RNW
3561,RenovoRx IncレノヴォRx,RNXT
3562,Gibraltar Industries Incジブラルタル インダストリーズ,ROCK
3563,Roth CH Acquisition 5 Coロス CH アクイジション5,ROCL
3564,Rogersロジャーズ,ROG
3565,RiskOn International Incリスクオン インターナショナル,ROI
3566,Roivant Sciences Ltdロイバント サイエンシズ,ROIV
3567,Rockwell Automationロックウェル オートメーション,ROK
3568,Rokuロク,ROKU
3569,Rollinsローリンズ,ROL
3570,Root Inc Aルート A,ROOT
3571,Roper Technologiesローパー テクノロジーズ,ROP
3572,Rose Hill Acquisition Corporation Aローズ ヒル アクイジション コーポレー A,ROSE
3573,Ross Acquisition Corp2 Aロス アクイジション コープ2 A,ROSS
3574,Ross Storesロス ストアーズ,ROST
3575,Rover Group Inc Aローバー グループ A,ROVR
3576,Repay Holdings Corp Aリペイ ホールディングス A,RPAY
3577,Rapid7 Incラピッド7,RPD
3578,Reneo Pharmaceuticals Incレネオファーマシューティカルズ,RPHM
3579,Rapid Micro Biosystems Inc Aラピッド マイクロ バイオシステムズ A,RPID
3580,RPM International IncRPMインターナショナル,RPM
3581,Royalty Pharma Aロイヤルティ　ファーマ A,RPRX
3582,Repare Therapeutics Incリペア・セラピューティクス,RPTX
3583,Rigel Resource Acquisition Corp Aリジェル リソース アクイジション A,RRAC
3584,Red River Bancshares Incレッド リバー バンクシェアーズ,RRBI
3585,Range Resourcesレンジ リソーシーズ,RRC
3586,RR Donnelley & SonsRR ドネリー & サンズ,RRD
3587,Red Robin Gourmet Burgers Incレッド ロビン グルメ バーガーズ,RRGB
3588,Red Rock Resorts Inc Aレッド ロック リゾート A,RRR
3589,Regal Beloit Corpリーガル レックスノード,RRX
3590,Reliance Steel & Aluminum Coリライアンス スチール アンド アルミナム,RS
3591,Republic Servicesリパブリック サービシーズ,RSG
3592,Rush Street Interactive  Incラッシュ　ストリート　インタラクティブ,RSI
3593,Riskified Ltdリスキファイド,RSKD
3594,ReShape Lifesciences Incリシェイプ ライフサイエンシズ,RSLS
3595,Research Solutions Incリサーチ ソリューションズ インク,RSSS
3596,Reservoir Media Incレザボア ミーディア,RSVR
3597,Baijiayun Group Ltdバイジアヤン グループ,RTC
3598,Rentokil Initial plc ADRレントキル イニシャル ADR,RTO
3599,RTX CorpRTX,RTX
3600,Rumble Inc Aランブル A,RUM
3601,Sunrun Incサンラン,RUN
3602,Rush Enterprises Inc Aラッシュ エンタープライジズ A,RUSHA
3603,Rush Enterprises Incラッシュ・エンタープライジズ,RUSHB
3604,Revolve Group Inc Aリボルブ グループ A,RVLV
3605,Revolution Medicines Incレボリューション メディスンス,RVMD
3606,Revance Therapeutics Incレバンス セラピューティクス,RVNC
3607,Retractable Technologies  Incリトラクタブル　テクノロジーズ,RVP
3608,Reviva Pharmaceuticals Holdings Incレヴィヴァ ファーマシューティカルズ,RVPH
3609,Riverview Bancorp Incリバービュー バンコープ,RVSB
3610,Rail Vision Ltdレール ビジョン,RVSN
3611,Revvity Incレヴィティー,RVTY
3612,Ryvyl Incリビル,RVYL
3613,Runway Growth Finance Corpランウェイ グロース ファイナンス,RWAY
3614,ReWalk Robotics Ltdリウォーク ロボティクス,RWLK
3615,Recursion Pharmaceuticals  Inc Aリカージョン　ファーマシューティカルズ A,RXRX
3616,RxSight Incレックスサイト,RXST
3617,Rackspace Technology IncRackspace Technology Inc,RXT
3618,Royal Bank of Canadaロイヤル バンク オブ カナダ,RY
3619,Rayonier Advanced Materials Incレイヨニア アドバンスト マテリアルズ,RYAM
3620,Ryan Specialty Holdings Incライアン スペシャルティ ホールディングス,RYAN
3621,Ryerson Holding Corpライアーソン ホールディング,RYI
3622,Rhythm Pharmaceuticals Incリズム ファーマシューティカルズ,RYTM
3623,Rezolute Incレゾリュート,RZLT
3624,SentinelOne Incセンチネルワン A,S
3625,Seabridge Gold Incシーブリッジ ゴールド,SA
3626,Sabreセーバー,SABR
3627,SAB Biotherapeutics IncSAB バイオセラピューティクス,SABS
3628,Safety Insurance Group Incセーフティー インシュアランス グループ,SAFT
3629,Sagaliam Acquisition Corp Aサガリアム アクイジション A,SAGA
3630,Sage Therapeutics Incセージ セラピューティクス,SAGE
3631,Sonic Automotive Inc Aソニック オートモーティブ A,SAH
3632,Saia Incサイア,SAIA
3633,Science Applications Internationalサイエンス アプリケーションズ インターナショナル,SAIC
3634,Salem Media Group Inc Aセイラム メディア グループ A,SALM
3635,The Boston Beer Company Inc Aボストン ビア A,SAM
3636,Silvercrest Asset Management Group IncAｼﾙﾊﾞｰｸﾚｽﾄ･ｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ･ｸﾞﾙｰﾌﾟ,SAMG
3637,Sana Biotechnology Inc サナバイオテクノロジー,SANA
3638,Sandstorm Gold Ltdサンドストーム・ゴールド,SAND
3639,Sangoma Technologies Corporationサンゴマ テクノロジーズ コーポレーショ,SANG
3640,Sanminaサンミナ,SANM
3641,S&W Seed CoS＆Wシード,SANW
3642,Sigma Additive Solutionsシグマ　アディティブ　ソリューションズ,SASI
3643,Sandy Spring Bancorp Incサンディ スプリング バンコープ,SASR
3644,Satellogic Inc A サテロジック インク A,SATL
3645,EchoStar Aエコスター A,SATS
3646,SatixFy Communicationsサティクスファイ コミュニケーションズ,SATX
3647,Cassava Sciences Incキャッサバ サイエンシズ,SAVA
3648,Spirit Airlinesエコスター Aスピリット航空,SAVE
3649,Safe Bulkers Incセーフ バルカース,SB
3650,Seacoast Banking Corporation of Floridaシーコースト バンキング コーポレーション オブ フロリダ,SBCF
3651,SharpLink Gaming Ltdシャープリンク,SBET
3652,Splash Beverage Group Incスプラッシュ　ビバレッジ　グループ,SBEV
3653,SB Financial Group IncＳＢファイナンシャル グループ,SBFG
3654,Sunshine Biopharma Incサンシャイン バイオファーマ,SBFM
3655,Sinclair Inc Aシンクレア A,SBGI
3656,Sally Beauty Holdingsサリー ビューティ ホールディングス,SBH
3657,Star Bulk Carriers Corp スター バルク･キャリアーズ,SBLK
3658,SilverBow Resources Incシルバーボウ リソーシズ,SBOW
3659,Southside Bancshares Incサウスサイド バンクシェアーズ,SBSI
3660,Sterling Bancorp Inc MIスターリング バンコープ,SBT
3661,Starbucksスターバックス,SBUX
3662,Southern Copperサザン コッパー,SCCO
3663,Scholastic Corporationスコラスティック,SCHL
3664,Charles Schwabチャールズ シュワブ,SCHW
3665,Service Corporation Internationalサービス コーポレーション インターナショナル,SCI
3666,Socket Mobile Incソケット モービル,SCKT
3667,Stepan Coステパン,SCL
3668,Scilex Holding Coサイレックス ホールディング,SCLX
3669,Comscore Incコムスコア,SCOR
3670,Scpharmaceuticals IncSCファーマシューティカルズ,SCPH
3671,Steelcase Inc Aスチールケース A,SCS
3672,Scansourceスキャンソース,SCSC
3673,Societal CDMO Incソシエタル CDMO,SCTL
3674,Sculptor Capital Management Incスカルプター キャピタル マネジメント,SCU
3675,Shoe Carnival Incシュー カーニバル,SCVL
3676,Secure Works Aセキュア ワークス A,SCWX
3677,The LS Starrett Company Aザ エルエス スターレット A,SCX
3678,SCYNEXIS Incサイネクシス,SCYX
3679,SunCar Technology Group Incサンカー テクノロジー グループ,SDA
3680,Sustainable Development Acquisition I Corp.サステナブル ディベロップメント アクイジション1,SDAC
3681,Schrodinger Incシュレーディンガー,SDGR
3682,Stronghold Digital Mining Inc Aストロングホールド デジタル マイニング A,SDIG
3683,Sadot Group Incサドット グループ インク,SDOT
3684,Superior Drilling Products Incスーペリアー ドリリング プロダクツ,SDPI
3685,SeaChange International Incシーチェンジ インターナショナル,SEAC
3686,SeaWorld Entertainmentシーワールド エンターテインメント,SEAS
3687,Vivid Seats Incビビッド シーツ,SEAT
3688,Seaboard Corpシーボード,SEB
3689,SDCL EDGE Acquisition Corporation ASDCL EDGE アクイジション A,SEDA
3690,SolarEdge Technologiesソーラーエッジ　テクノロジー,SEDG
3691,Sealed Airシールド エアー,SEE
3692,Origin Agritech Ltdオリジン アグリ,SEED
3693,Seelos Therapeutics Incシーロス セラピ,SEEL
3694,Seer Inc シーア,SEER
3695,SEI InvestmentsSEI インベストメンツ,SEIC
3696,Selecta Biosciences Incセレクタ バイオサイエンシズ,SELB
3697,Select Medical Holdings Corpセレクト メディカル ホールディングス,SEM
3698,SEMrush Holdings  Inc Aセムラッシュ　ホールディングス A,SEMR
3699,Seneca Foods Corp Aセネカ フーズ A,SENEA
3700,Seneca Foods Corporationセネカ フーズ コーポレーション,SENEB
3701,Senseonics Holdings  Incセンセオニクス　ホールディングス,SENS
3702,SEP Acquisition Corp ASEP アクイジション A,SEPA
3703,Sera Prognostics Inc Aセラ プログノスティクス A,SERA
3704,SES AI CorpSES AI コープ,SES
3705,Stifel Financialスティーフル フィナンシャル,SF
3706,Sound Financial Bancorp Incｻｳﾝﾄﾞ･ﾌｧｲﾅﾝｼｬﾙ･ﾊﾞﾝｺｰﾌﾟ,SFBC
3707,ServisFirst Bancshares Incサービスファースト バンクシェアーズ,SFBS
3708,Safeguard Scientifics Incセーフガード サイエンティフィックス,SFE
3709,Stitch Fix Aステッチフィックス A,SFIX
3710,SFL Corporation LtdSFL,SFL
3711,Sprouts Farmers Marketスプラウツ ファーマーズ マーケット,SFM
3712,Simmons First National Corp Aシモンズ ファースト ナショナル A,SFNC
3713,Appreciate Holdings Incアプリシェイト ホールディングス,SFR
3714,Southern First Bancshares Incサザーン ファースト バンクシェアーズ,SFST
3715,Shift Technologies  Incシフト　テクノロジーズ,SFT
3716,Sweetgreen Incスイートグリーン,SG
3717,Saga Communications Inc Aサガ コミュニケーションズ A,SGA
3718,Safe and Green Holding Corpセーフ & グリーン ホールディングス,SGBX
3719,Superior Group of Companies Incスーペリア ユニフォーム グループ,SGC
3720,Seagen Incシーゲン,SGEN
3721,SMART Global Holdingsスマート グローバル ホールディングス,SGH
3722,Super Group SGHCスーパー グループ SGHC,SGHC
3723,Sight Sciences Incサイトサイエンシズ,SGHT
3724,Seaport Global Acquisition2 Corp Aシーポート グローバル アクイジショ2 A,SGII
3725,Singularity Future Technology Ltdシンギュラリティ フューチャー テクノ,SGLY
3726,SigmaTron International IncSigmaTron インターナショナル,SGMA
3727,Sigma Lithium Corpシグマ リチウム コープ,SGML
3728,Sangamo Therapeuticsサンガモ セラピューティクス,SGMO
3729,SPAR Group IncSPARグループ,SGRP
3730,Surgery Partners Incサージェリー パートナーズ,SGRY
3731,Star Group LPスター グループ,SGU
3732,Shake Shack Aシェイク シャック A,SHAK
3733,Spree Acquisition Corp 1 Limitedスプリー アクイジション コーポ1,SHAP
3734,Shore Bancshares Incショア バンクシェアーズ,SHBI
3735,Sotera Health Company ソテラ ヘルス,SHC
3736,Soho House & Co Incソーホーハウス,SHCO
3737,Sharecare Inc Aシェアケア A,SHCR
3738,SPDR MSCI USA Gender Diversity ETFSPDR MSCI USAジェンダーダイバーシティETF,SHE
3739,Shenandoah Telecommunications Companyシェナンドー テレコミュニケーションズ,SHEN
3740,SHF Holdings IncSHF ホールディングス,SHFS
3741,Seanergy Maritime Holdingsシナジー マリ,SHIP
3742,Shoals Technologies Group Inc ショールズ　テクノロジーズ,SHLS
3743,Steven Madden Ltdスティーブン マデン,SHOO
3744,Shopify Aショッピファイ A,SHOP
3745,Safety Shot Incセーフティ ショット,SHOT
3746,Sherwin-Williamsシャーウィン ウィリアムズ,SHW
3747,Shyft Group Incシフト グループ,SHYF
3748,SI-BONE IncSI-ボーン,SIBN
3749,Sidus Space Inc Aシダス スペース インク A,SIDU
3750,Siebert Financial Corpシーバート ファイナンシャル,SIEB
3751,Sientra Incシエントラ,SIEN
3752,SIFCO Industries Incシフコ インダストリーズ,SIF
3753,Signet Jewelersシグネット ジュエラーズ,SIG
3754,SIGA Technologies Incシガ テクノロジーズ,SIGA
3755,Selective Insurance Group Incセレクティブ インシュアランス グループ,SIGI
3756,"Silicom Ltd.,シリコム",SILC
3757,Silk Road Medical Incシルクロード メディカル,SILK
3758,SilverCrest Metals Incシルバークレスト メタルズ,SILV
3759,SiNtx Technologies Incシンテックス インダストリーズ,SINT
3760,Sirius XM Holdingsシリウス XM ホールディングス,SIRI
3761,Shineco Incシネコ インク,SISI
3762,SiteOne Landscape Supply Incサイトワン ランドスケープ サプライ,SITE
3763,SiTime Corpサイタイム,SITM
3764,Six Flags Entertainment Corporationシックス フラッグズ エンターテインメント,SIX
3765,Scienjoy Holding Corp-Aサイエンジョイ　ホールディング　Ａ,SJ
3766,The JM SmuckerJM スマッカー,SJM
3767,SJW GroupSJW グループ,SJW
3768,Skeena Resources Limitedスキーナ リソーシズ,SKE
3769,Skillsoft Corpスキルソフト,SKIL
3770,Beauty Health Co/Theビューティー ヘルス,SKIN
3771,Skillz Incスキルズ A,SKLZ
3772,Skechers USA AスケッチャーズUSA A,SKX
3773,Skyline Champion Corporationスカイライン チャンピオン,SKY
3774,Sky Harbour Group Corporationスカイ ハーバー グループ,SKYH
3775,SkyWater Technology Incスカイウォーターテクノロジー,SKYT
3776,SkyWest Incスカイウェスト,SKYW
3777,SQL Technologies CorpSQL テクノロジーズ,SKYX
3778,Silicon Laboratoriesシリコン ラボラトリーズ,SLAB
3779,Social Leverage Acquisition Corp1 Aソーシャル レバレッジ アクイジション1 A,SLAC
3780,Slam Corp Aスラム A,SLAM
3781,Schlumbergerシュルンベルジェ,SLB
3782,US Silica HoldingsUSシリカ ホールディングス,SLCA
3783,Select Bancorp Incセレクト バンコープ,SLCT
3784,Solid Biosciences Incソリッド バイオサイエンシズ,SLDB
3785,Solid Power Incソリッド パワー インク,SLDP
3786,Super League Enterprise Incスーパー リーグ エンタープライズ,SLE
3787,Sun Life Financialサン ライフ ファイナンシャル,SLF
3788,SomaLogic Incソマロジック インク,SLGC
3789,Sol-Gel Technologies Ltdソル-ゲル テクノロジーズ,SLGL
3790,Silgan Holdings Incシルガン ホールディングス,SLGN
3791,Standard Lithium Ltdスタンダード リチウム,SLI
3792,SLM CorpSLM,SLM
3793,Selina Hospitality PLCセリナ ホスピタリティ PLC,SLNA
3794,Southland Holdings Incサウスランド ホールディングス,SLND
3795,Stabilis Solutions Incスタビリス ソリューションズ,SLNG
3796,Soluna Holdings Incソルナ ホールディングス,SLNH
3797,Soleno Therapeutics Incソレノ セラピーティクス,SLNO
3798,Simulations Plus Incシミュレーションズ プラス,SLP
3799,SelectQuote IncSelectquote Inc,SLQT
3800,Salarius Pharmaceuticals Incサラリウス ファーマシューティカルズ,SLRX
3801,SELLAS Life Sciences Group Incセラス ライフサイエンシズ グループ,SLS
3802,Sylvamo Corporationシルバモ コーポ,SLVM
3803,SM Energy Coエスエム エナジー,SM
3804,SportsMap Tech Acquisition Corpスポーツマップ テック アクイジション,SMAP
3805,Smartsheet Aスマートシート A,SMAR
3806,Southern Missouri Bancorpサザン ミズーリ バンコープ,SMBC
3807,SmartFinancial Incスマートファイナンシャル,SMBK
3808,Super Micro Computer Incスーパー マイクロ コンピューター,SMCI
3809,Smart For Life Incスマート フォー ライフ インク,SMFL
3810,Scotts Miracle Groスコッツ ミラクルグロー,SMG
3811,SEACOR Marine Holdings Incシーコア マリン ホールディングス,SMHI
3812,Smith-Midland Corpスミス　ミッドラン,SMID
3813,Semler Scientific Incセムラー サイエンティフィック,SMLR
3814,Summit Financial Group Incサミット ファイナンシャル グループ,SMMF
3815,Summit Therapeutics Incサミット セラピューティクス,SMMT
3816,Standard Motor Products Incスタンダード モーター プロダクツ,SMP
3817,Simply Good Foods Coシンプリー グッド フーズ,SMPL
3818,NuScale Power Corp Aニュースケール パワー A,SMR
3819,SmartRent Incスマートレンタ インク,SMRT
3820,Smith Micro Software Incｽﾐｽ･ﾏｲｸﾛ･ｿﾌﾄｳｴｱ,SMSI
3821,Semtech Corporationセムテック,SMTC
3822,Sanara Medtech Incサナラ　メディテック,SMTI
3823,SimilarWeb Ltdシミラーウェブ,SMWB
3824,Snap-onスナップ-オン,SNA
3825,Snap Aスナップ A,SNAP
3826,Stryve Foods Incアンディナ アクイジション コープ �Vストライブ フーズ,SNAX
3827,Sleep Numberスリープ ナンバー,SNBR
3828,Science 37 Holdings Incサイエンス 37 ホールディングス,SNCE
3829,Synchronoss Technologies Incシンクロノス テクノロジーズ,SNCR
3830,Sun Country Airlines Holdings  Incサンカントリーエアラインズ,SNCY
3831,Smart Sand Incスマート サンド,SND
3832,Sonida Senior Livingソニダ シニア リビング,SNDA
3833,SNDL Incサンダイアル,SNDL
3834,Schneider National Inc Bｼｭﾅｲﾀﾞｰ･ﾅｼｮﾅﾙ,SNDR
3835,Syndax Pharmaceuticals Incシンダックス ファーマシューティカルズ,SNDX
3836,Senestech Incセネステック,SNES
3837,StoneX Group Inc.ストーンXグループ,SNEX
3838,Security National Financial CorporationAセキュリティ ナショナル ファイナンシャA,SNFCA
3839,Soligenix Incソリジェニックス,SNGX
3840,Sonoma Pharmaceuticalsソノマ ファーマシューティカルズ,SNOA
3841,Snowflake Inc Aスノーフレイク A,SNOW
